year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,3,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",562.0,109.0,44.16,1.74,30.03,0.0,33.08,4.0,1.0,6934.0,2596.0,181.0,1295.0,0.0,2862.0
2025,3,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",884.0,146.0,43.57,3.36,33.81,0.0,65.26,1.0,4.0,9837.0,2906.0,747.0,1416.0,0.0,4768.0
2025,3,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",792.0,143.0,37.7,6.99,47.16,0.0,51.16,5.0,4.0,11636.0,2227.0,1053.0,3193.0,0.0,5163.0
2025,3,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5876.0,743.0,231.75,14.34,257.58,0.0,239.34,15.0,3.0,58497.0,20522.0,3138.0,9832.0,0.0,25005.0
2025,3,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2272.0,284.0,90.87,7.98,87.24,0.0,97.91,3.0,2.0,16246.0,5397.0,658.0,3173.0,0.0,7018.0
2025,3,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",870.0,120.0,30.36,0.91,45.9,0.0,42.83,0.0,1.0,6858.0,1845.0,129.0,1599.0,0.0,3285.0
2025,3,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4608.0,950.0,177.12,35.25,546.97,0.0,190.65,10.0,1.0,73397.0,11970.0,3575.0,40766.0,0.0,17086.0
2025,3,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2425.0,391.0,117.43,7.92,96.04,0.0,169.61,18.0,7.0,24795.0,6640.0,1232.0,4442.0,0.0,12481.0
2025,3,WN,Southwest Airlines,AUS,"Austin, TX: Austin - Bergstrom International",3260.0,521.0,147.98,13.58,110.75,1.52,247.18,30.0,17.0,30797.0,7847.0,1264.0,5785.0,33.0,15868.0
2025,3,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2136.0,377.0,128.8,4.29,52.06,0.59,191.26,7.0,2.0,19874.0,6027.0,238.0,1671.0,16.0,11922.0
2025,3,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2982.0,599.0,154.14,4.4,157.88,1.32,281.27,22.0,9.0,32408.0,7793.0,377.0,6171.0,129.0,17938.0
2025,3,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",644.0,201.0,60.21,5.15,69.62,0.0,66.03,3.0,0.0,15189.0,5345.0,284.0,5102.0,0.0,4458.0
2025,3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60.0,8.0,3.74,0.0,1.8,0.0,2.46,0.0,0.0,1009.0,565.0,0.0,114.0,0.0,330.0
2025,3,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",20.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,23.0,0.0,0.0
2025,3,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",68.0,17.0,5.3,0.0,6.94,0.0,4.76,2.0,0.0,1904.0,563.0,0.0,365.0,0.0,976.0
2025,3,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2479.0,346.0,126.62,10.94,93.01,0.0,115.43,25.0,6.0,33343.0,12180.0,2593.0,3699.0,0.0,14871.0
2025,3,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",100.0,21.0,4.3,0.0,7.18,0.0,9.52,0.0,0.0,1468.0,305.0,0.0,283.0,0.0,880.0
2025,3,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,19.0,0.0,0.0
2025,3,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",51.0,10.0,1.34,0.05,5.95,0.0,2.66,0.0,0.0,595.0,52.0,3.0,317.0,0.0,223.0
2025,3,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3477.0,626.0,114.36,25.75,131.19,0.0,354.7,9.0,1.0,57690.0,16086.0,5779.0,6150.0,0.0,29675.0
2025,3,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",545.0,139.0,54.65,3.88,34.07,0.0,46.4,12.0,0.0,11206.0,5004.0,1027.0,1513.0,0.0,3662.0
2025,3,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",966.0,250.0,75.82,3.94,61.57,1.43,107.24,19.0,8.0,19917.0,5513.0,283.0,2690.0,35.0,11396.0
2025,3,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14267.0,3105.0,702.31,160.03,1046.47,4.67,1191.53,355.0,72.0,292399.0,89820.0,30690.0,53388.0,199.0,118302.0
2025,3,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",565.0,179.0,50.78,5.33,41.06,1.03,80.79,12.0,0.0,12236.0,2241.0,696.0,1749.0,49.0,7501.0
2025,3,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2595.0,494.0,171.32,12.28,152.45,1.78,156.18,13.0,1.0,43066.0,18615.0,1358.0,5281.0,63.0,17749.0
2025,3,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",816.0,198.0,61.5,2.5,69.9,0.34,63.76,12.0,4.0,11445.0,3880.0,177.0,2731.0,19.0,4638.0
2025,3,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",983.0,267.0,73.95,3.6,100.47,0.0,88.98,8.0,3.0,18660.0,5637.0,293.0,4544.0,0.0,8186.0
2025,3,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",98.0,26.0,4.44,0.25,19.94,0.0,1.37,0.0,1.0,928.0,168.0,39.0,669.0,0.0,52.0
2025,3,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",183.0,26.0,7.49,0.0,7.72,0.0,10.79,1.0,1.0,1183.0,384.0,0.0,228.0,0.0,571.0
2025,3,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",152.0,40.0,10.16,1.87,19.83,0.0,8.14,0.0,1.0,1670.0,488.0,67.0,770.0,0.0,345.0
2025,3,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",62.0,16.0,9.36,0.0,2.16,0.0,4.48,1.0,0.0,587.0,366.0,0.0,103.0,0.0,118.0
2025,3,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",658.0,119.0,29.08,2.38,49.91,0.0,37.63,5.0,0.0,4497.0,1047.0,161.0,1418.0,0.0,1871.0
2025,3,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",824.0,179.0,34.52,3.08,94.35,0.48,46.57,6.0,5.0,8067.0,1932.0,183.0,3268.0,23.0,2661.0
2025,3,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",781.0,226.0,30.64,5.22,114.82,1.0,74.32,5.0,0.0,14317.0,1865.0,402.0,6896.0,19.0,5135.0
2025,3,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",160.0,40.0,14.44,0.54,10.82,0.0,14.2,1.0,1.0,2819.0,697.0,149.0,672.0,0.0,1301.0
2025,3,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",31.0,9.0,2.41,0.0,1.03,0.0,5.56,0.0,1.0,698.0,218.0,0.0,51.0,0.0,429.0
2025,3,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",31.0,6.0,1.84,0.0,3.17,0.0,0.99,0.0,0.0,290.0,73.0,0.0,131.0,0.0,86.0
2025,3,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",62.0,22.0,8.48,0.0,7.58,0.0,5.95,0.0,0.0,1019.0,368.0,0.0,280.0,0.0,371.0
2025,3,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",608.0,98.0,27.84,1.88,47.77,0.07,20.44,2.0,2.0,7345.0,1844.0,270.0,2079.0,15.0,3137.0
2025,3,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",124.0,16.0,5.23,0.0,8.96,0.0,1.81,1.0,0.0,607.0,153.0,0.0,282.0,0.0,172.0
2025,3,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",312.0,61.0,9.4,0.48,34.19,0.0,16.93,2.0,2.0,5000.0,859.0,193.0,1583.0,0.0,2365.0
2025,3,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",2024.0,216.0,48.53,18.0,60.2,0.0,89.27,52.0,1.0,20911.0,6231.0,2157.0,2483.0,0.0,10040.0
2025,3,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19514.0,2938.0,814.86,80.75,701.39,0.95,1340.05,114.0,18.0,241658.0,85143.0,15254.0,39539.0,60.0,101662.0
2025,3,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",956.0,152.0,58.65,1.12,41.11,0.0,51.11,5.0,6.0,10328.0,4480.0,38.0,2312.0,0.0,3498.0
2025,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1004.0,235.0,89.87,3.74,87.71,0.0,53.68,9.0,8.0,15314.0,6216.0,477.0,5056.0,0.0,3565.0
2025,3,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",675.0,110.0,49.78,1.35,34.34,0.0,24.53,3.0,2.0,6421.0,3738.0,55.0,1193.0,0.0,1435.0
2025,3,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2942.0,481.0,172.53,4.51,154.3,0.0,149.66,8.0,7.0,34964.0,18148.0,234.0,5385.0,0.0,11197.0
2025,3,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",774.0,152.0,55.48,1.39,61.81,0.0,33.32,1.0,5.0,7894.0,3534.0,127.0,2054.0,0.0,2179.0
2025,3,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",1082.0,260.0,69.36,2.09,142.91,0.0,45.64,2.0,2.0,16396.0,4926.0,183.0,8060.0,0.0,3227.0
2025,3,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1071.0,350.0,81.79,5.1,107.87,0.0,155.24,26.0,2.0,26405.0,9134.0,207.0,4902.0,0.0,12162.0
2025,3,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",154.0,36.0,13.63,0.46,5.82,0.0,16.08,1.0,1.0,2805.0,794.0,19.0,148.0,0.0,1844.0
2025,3,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",787.0,192.0,50.52,3.7,61.45,0.0,76.32,24.0,4.0,19189.0,7427.0,165.0,4030.0,0.0,7567.0
2025,3,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",379.0,110.0,26.89,0.23,54.55,0.0,28.32,5.0,0.0,6200.0,1502.0,17.0,2596.0,0.0,2085.0
2025,3,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",442.0,95.0,22.94,0.62,20.51,0.0,50.94,3.0,0.0,5791.0,1296.0,34.0,1103.0,0.0,3358.0
2025,3,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",181.0,37.0,12.08,0.69,7.32,0.0,16.9,4.0,1.0,2514.0,967.0,39.0,397.0,0.0,1111.0
2025,3,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",387.0,105.0,15.14,0.36,57.63,0.0,31.87,7.0,0.0,7406.0,834.0,26.0,4192.0,0.0,2354.0
2025,3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",51.0,7.0,0.5,0.9,2.1,0.0,3.5,0.0,0.0,355.0,16.0,98.0,111.0,0.0,130.0
2025,3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",54.0,4.0,1.09,0.0,0.82,0.0,2.08,0.0,0.0,150.0,29.0,0.0,14.0,0.0,107.0
2025,3,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",9.0,1.0,0.21,0.0,0.79,0.0,0.0,0.0,0.0,19.0,4.0,0.0,15.0,0.0,0.0
2025,2,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2700.0,416.0,83.87,16.73,143.26,0.16,171.98,24.0,3.0,33668.0,10723.0,1790.0,6851.0,15.0,14289.0
2025,2,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",466.0,93.0,41.48,1.21,14.35,0.0,35.96,5.0,0.0,7026.0,3227.0,60.0,777.0,0.0,2962.0
2025,2,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",892.0,178.0,52.82,8.97,33.63,0.0,82.58,8.0,0.0,13577.0,4206.0,838.0,1591.0,0.0,6942.0
2025,2,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11875.0,2223.0,576.36,80.56,750.27,4.19,811.62,123.0,14.0,196444.0,75568.0,8740.0,31356.0,145.0,80635.0
2025,2,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",509.0,127.0,49.45,2.2,33.34,0.0,42.01,4.0,3.0,7879.0,2761.0,162.0,1745.0,0.0,3211.0
2025,2,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2201.0,397.0,124.87,10.54,161.4,2.31,97.88,14.0,5.0,25519.0,10315.0,890.0,6413.0,95.0,7806.0
2025,2,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",663.0,169.0,52.79,5.01,72.85,0.75,37.6,2.0,1.0,9064.0,4220.0,340.0,2457.0,15.0,2032.0
2025,2,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",811.0,221.0,49.77,6.32,124.37,1.04,39.5,5.0,1.0,13784.0,3409.0,428.0,6167.0,56.0,3724.0
2025,2,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",68.0,17.0,2.4,0.15,9.86,0.0,4.58,0.0,1.0,585.0,156.0,17.0,281.0,0.0,131.0
2025,2,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",154.0,35.0,5.36,1.27,12.81,0.0,15.56,1.0,0.0,1662.0,313.0,57.0,415.0,0.0,877.0
2025,2,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",136.0,32.0,3.21,2.2,15.48,0.0,11.11,1.0,0.0,1224.0,133.0,218.0,503.0,0.0,370.0
2025,2,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",56.0,11.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,408.0,244.0,19.0,55.0,0.0,90.0
2025,2,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",589.0,119.0,35.51,4.44,45.68,0.0,33.37,16.0,2.0,6426.0,1785.0,396.0,1723.0,0.0,2522.0
2025,2,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",651.0,177.0,37.18,4.48,90.38,1.67,43.3,12.0,4.0,8058.0,2083.0,335.0,3224.0,42.0,2374.0
2025,2,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",648.0,216.0,34.58,6.48,109.94,0.0,65.0,15.0,5.0,15229.0,2627.0,415.0,7718.0,0.0,4469.0
2025,2,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",156.0,58.0,23.73,2.05,17.73,0.0,14.49,4.0,2.0,5150.0,2058.0,629.0,748.0,0.0,1715.0
2025,2,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",18.0,4.0,0.0,0.67,2.48,0.0,0.85,1.0,0.0,274.0,0.0,50.0,102.0,0.0,122.0
2025,2,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",22.0,8.0,1.8,0.03,6.17,0.0,0.0,1.0,0.0,493.0,72.0,4.0,417.0,0.0,0.0
2025,2,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",42.0,11.0,3.29,0.85,5.39,0.0,1.47,0.0,0.0,789.0,348.0,35.0,255.0,0.0,151.0
2025,2,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",514.0,139.0,23.18,3.78,90.31,0.16,21.57,7.0,1.0,9039.0,1988.0,721.0,4185.0,11.0,2134.0
2025,2,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",104.0,40.0,6.64,1.4,29.99,0.0,1.98,4.0,0.0,1678.0,281.0,127.0,1200.0,0.0,70.0
2025,2,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",277.0,100.0,11.44,1.94,77.66,0.0,8.96,4.0,1.0,5038.0,767.0,124.0,3626.0,0.0,521.0
2025,2,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",1723.0,245.0,68.52,15.15,61.09,0.0,100.24,9.0,6.0,26914.0,9756.0,1415.0,2452.0,0.0,13291.0
2025,2,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16713.0,2935.0,778.04,104.07,864.23,1.55,1187.11,33.0,10.0,219491.0,90029.0,11521.0,37043.0,46.0,80852.0
2025,2,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",743.0,137.0,64.63,0.81,35.24,0.0,36.32,1.0,0.0,10935.0,6287.0,60.0,1718.0,0.0,2870.0
2025,2,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",892.0,194.0,74.5,5.24,62.7,0.0,51.56,7.0,0.0,12949.0,5046.0,607.0,3425.0,0.0,3871.0
2025,2,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",550.0,115.0,51.05,4.13,39.56,0.0,20.26,1.0,0.0,7207.0,3541.0,407.0,1473.0,0.0,1786.0
2025,2,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2472.0,490.0,166.24,11.23,174.97,1.54,136.02,2.0,5.0,41240.0,21630.0,842.0,7552.0,145.0,11071.0
2025,2,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",641.0,142.0,36.73,2.48,81.33,0.0,21.46,0.0,1.0,7194.0,2438.0,139.0,3076.0,0.0,1541.0
2025,2,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",900.0,296.0,73.93,3.72,173.76,0.87,43.73,3.0,0.0,19903.0,7064.0,306.0,9060.0,33.0,3440.0
2025,2,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",907.0,319.0,48.47,3.51,117.59,0.0,149.43,10.0,1.0,23707.0,3708.0,150.0,5358.0,0.0,14491.0
2025,2,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",77.0,18.0,3.41,0.11,4.21,0.0,10.27,0.0,0.0,874.0,124.0,3.0,128.0,0.0,619.0
2025,2,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",654.0,142.0,29.35,1.82,52.08,0.0,58.74,8.0,0.0,10971.0,2921.0,182.0,2280.0,0.0,5588.0
2025,2,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",303.0,80.0,11.58,2.27,44.06,0.0,22.08,2.0,0.0,4106.0,532.0,150.0,1810.0,0.0,1614.0
2025,2,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",367.0,68.0,16.48,2.61,18.47,0.0,30.44,3.0,1.0,5355.0,2122.0,233.0,806.0,0.0,2194.0
2025,2,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",197.0,46.0,10.72,2.76,14.25,0.0,18.27,1.0,1.0,3681.0,1140.0,545.0,629.0,0.0,1367.0
2025,2,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",327.0,106.0,17.89,0.34,57.69,0.0,30.08,3.0,0.0,9167.0,1557.0,25.0,5158.0,0.0,2427.0
2025,2,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",24.0,6.0,2.02,0.0,1.66,0.0,2.32,0.0,0.0,622.0,444.0,0.0,42.0,0.0,136.0
2025,2,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",24.0,3.0,0.0,0.0,2.02,0.0,0.98,0.0,0.0,266.0,0.0,0.0,66.0,0.0,200.0
2025,2,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",8.0,4.0,0.33,1.29,2.37,0.0,0.0,0.0,0.0,297.0,13.0,111.0,173.0,0.0,0.0
